,0,0.1
235,0,2.0
236,0,2.0
237,0,2.0
238,0,2.0
239,0,2.0
240,0,2.0
241,0,2.0
242,0,2.0
243,0,2.0
244,14,2.0
245,96,3.0
246,211,3.0
247,339,3.0
248,468,3.0
249,598,3.0
250,720,3.0
251,813,3.0
252,870,3.0
253,879,3.0
254,854,3.0
255,784,3.0
256,711,3.0
257,625,3.0
258,545,3.0
259,464,3.0
260,417,3.0
261,384,3.0
262,381,3.0
263,375,3.0
264,378,3.0
265,383,3.0
266,378,3.0
267,362,3.0
268,336,3.0
269,294,3.0
270,255,3.0
271,215,3.0
272,176,3.0
273,145,3.0
274,127,3.0
275,126,3.0
276,119,3.0
277,128,3.0
278,132,3.0
279,141,3.0
280,145,3.0
281,149,3.0
282,148,3.0
283,133,3.0
284,123,3.0
285,106,3.0
286,87,3.0
287,71,3.0
288,55,3.0
289,40,3.0
290,21,3.0
291,16,3.0
292,16,3.0
293,16,3.0
294,11,3.0
295,5,3.0
296,0,3.0
297,0,3.0
298,0,3.0
299,0,3.0
300,0,3.0
301,10,3.0
302,16,3.0
303,23,3.0
304,27,3.0
305,27,3.0
306,30,3.0
307,34,3.0
308,30,3.0
309,26,3.0
310,27,3.0
311,34,3.0
312,20,3.0
313,16,3.0
314,9,3.0
315,1,3.0
316,0,3.0
317,0,3.0
318,0,3.0
319,0,3.0
320,0,3.0
321,0,3.0
322,0,3.0
323,37,3.0
324,95,3.0
325,182,3.0
326,299,3.0
327,429,3.0
328,563,3.0
329,689,3.0
330,791,3.0
331,865,3.0
332,885,3.0
333,886,3.0
334,838,3.0
335,775,3.0
336,688,3.0
337,600,3.0
338,511,3.0
339,447,3.0
340,397,3.0
341,368,3.0
342,349,3.0
343,346,3.0
344,349,3.0
345,345,4.0
346,345,4.0
347,327,4.0
348,297,4.0
349,265,4.0
350,234,4.0
351,208,4.0
352,203,4.0
353,176,4.0
354,173,4.0
355,176,4.0
356,187,4.0
357,198,4.0
358,207,4.0
359,215,4.0
360,215,4.0
361,216,4.0
362,209,4.0
363,193,4.0
364,180,4.0
365,166,4.0
366,144,4.0
367,123,4.0
368,106,4.0
369,93,4.0
370,80,4.0
371,74,4.0
372,65,4.0
373,66,4.0
374,70,4.0
375,77,4.0
376,91,4.0
377,95,4.0
378,103,4.0
379,112,4.0
380,117,4.0
381,120,4.0
382,127,4.0
383,118,4.0
384,109,4.0
385,103,4.0
386,95,4.0
387,92,4.0
388,87,4.0
389,92,4.0
390,90,4.0
391,87,4.0
392,102,4.0
393,140,4.0
394,208,4.0
395,305,4.0
396,432,4.0
397,560,4.0
398,691,4.0
399,815,4.0
400,912,4.0
401,978,4.0
402,1005,4.0
403,987,4.0
404,932,4.0
405,854,4.0
406,769,4.0
407,683,4.0
408,601,4.0
409,540,4.0
410,484,4.0
411,455,4.0
412,438,4.0
413,432,4.0
414,435,4.0
415,433,4.0
416,418,4.0
417,394,4.0
418,359,4.0
419,324,4.0
420,298,4.0
421,277,4.0
422,272,4.0
423,286,4.0
424,278,4.0
425,288,4.0
426,304,4.0
427,308,4.0
428,307,4.0
429,304,4.0
430,291,4.0
431,278,4.0
432,269,4.0
433,248,4.0
434,226,4.0
435,205,4.0
436,179,4.0
437,155,4.0
438,136,4.0
439,116,4.0
440,109,4.0
441,103,4.0
442,94,4.0
443,95,4.0
444,102,4.0
445,112,5.0
446,114,5.0
447,124,5.0
448,122,5.0
449,130,5.0
450,132,5.0
451,129,5.0
452,120,5.0
453,133,5.0
454,131,5.0
455,142,5.0
456,142,5.0
457,142,5.0
458,146,5.0
459,144,5.0
460,129,5.0
461,116,5.0
462,103,5.0
463,80,5.0
464,70,5.0
465,54,5.0
466,45,5.0
467,48,5.0
468,49,5.0
469,57,5.0
470,74,5.0
471,112,5.0
472,169,5.0
473,259,5.0
474,371,5.0
475,510,5.0
476,656,5.0
477,801,5.0
478,912,5.0
479,989,5.0
480,1015,5.0
481,1006,5.0
482,944,5.0
483,847,5.0
484,734,5.0
485,611,5.0
486,487,5.0
487,402,5.0
488,342,5.0
489,305,5.0
490,297,5.0
491,301,5.0
492,313,5.0
493,330,5.0
494,334,5.0
495,337,5.0
496,326,5.0
497,304,5.0
498,273,5.0
499,239,5.0
500,205,5.0
501,177,5.0
502,169,5.0
503,174,5.0
504,185,5.0
505,197,5.0
506,216,5.0
507,240,5.0
508,258,5.0
509,279,5.0
510,290,5.0
511,299,5.0
512,289,5.0
513,269,5.0
514,242,5.0
515,227,5.0
516,210,5.0
517,192,5.0
518,172,5.0
519,153,5.0
520,149,5.0
521,145,5.0
522,144,5.0
523,141,5.0
524,144,5.0
525,144,5.0
526,144,5.0
527,150,5.0
528,156,5.0
529,153,5.0
530,141,5.0
531,138,5.0
532,134,5.0
533,133,5.0
534,134,5.0
535,140,5.0
536,144,5.0
537,151,5.0
538,160,5.0
539,169,5.0
540,173,5.0
541,163,5.0
542,149,5.0
543,142,5.0
544,137,5.0
545,115,6.0
546,104,6.0
547,89,6.0
548,78,6.0
549,73,6.0
550,67,6.0
551,77,6.0
552,101,6.0
553,151,6.0
554,224,6.0
555,337,6.0
556,479,6.0
557,637,6.0
558,784,6.0
559,914,6.0
560,1013,6.0
561,1072,6.0
562,1083,6.0
563,1040,6.0
564,953,6.0
565,847,6.0
566,727,6.0
567,625,6.0
568,553,6.0
569,467,6.0
570,429,6.0
571,395,6.0
572,383,6.0
573,388,6.0
574,400,6.0
575,400,6.0
576,397,6.0
577,382,6.0
578,352,6.0
579,323,6.0
580,293,6.0
581,272,6.0
582,261,6.0
583,257,6.0
584,262,6.0
585,266,6.0
586,277,6.0
587,287,6.0
588,290,6.0
589,293,6.0
590,290,6.0
591,283,6.0
592,255,6.0
593,232,6.0
594,210,6.0
595,190,6.0
596,162,6.0
597,142,6.0
598,119,6.0
599,110,6.0
600,83,6.0
601,70,6.0
602,65,6.0
603,77,6.0
604,171,6.0
605,247,6.0
606,320,6.0
607,363,6.0
608,383,6.0
609,377,6.0
610,345,6.0
611,327,6.0
612,297,6.0
613,250,6.0
614,218,6.0
615,193,6.0
616,176,6.0
617,161,6.0
618,149,6.0
619,144,6.0
620,135,6.0
621,129,6.0
622,134,6.0
623,129,6.0
624,125,6.0
625,128,6.0
626,128,6.0
627,154,6.0
628,209,6.0
629,305,6.0
630,413,6.0
631,548,6.0
632,692,6.0
633,832,6.0
634,951,6.0
635,1058,6.0
636,1086,6.0
637,1076,6.0
638,1023,6.0
639,943,6.0
640,839,6.0
641,734,6.0
642,635,6.0
643,553,6.0
644,489,6.0
645,457,7.0
646,443,7.0
647,443,7.0
648,446,7.0
649,446,7.0
650,448,7.0
651,432,7.0
652,416,7.0
653,386,7.0
654,354,7.0
655,317,7.0
656,298,7.0
657,279,7.0
658,273,7.0
659,272,7.0
660,286,7.0
661,310,7.0
662,330,7.0
663,351,7.0
664,358,7.0
665,365,7.0
666,394,7.0
667,353,7.0
668,333,7.0
669,287,7.0
670,263,7.0
671,231,7.0
672,195,7.0
673,173,7.0
674,145,7.0
675,130,7.0
676,121,7.0
677,124,7.0
678,119,7.0
679,128,7.0
680,129,7.0
681,129,7.0
682,133,7.0
683,133,7.0
684,140,7.0
685,139,7.0
686,123,7.0
687,113,7.0
688,110,7.0
689,113,7.0
690,122,7.0
691,130,7.0
692,137,7.0
693,147,7.0
694,146,7.0
695,149,7.0
696,145,7.0
697,144,7.0
698,142,7.0
699,139,7.0
700,143,7.0
701,165,7.0
702,217,7.0
703,304,7.0
704,422,7.0
705,572,7.0
706,717,7.0
707,848,7.0
708,967,7.0
709,1070,7.0
710,1142,7.0
711,1152,7.0
712,1134,7.0
713,1082,7.0
714,991,7.0
715,906,7.0
716,823,7.0
717,746,7.0
718,688,7.0
719,641,7.0
720,624,7.0
721,619,7.0
722,622,7.0
723,618,7.0
724,612,7.0
725,602,7.0
726,574,7.0
727,551,7.0
728,497,7.0
729,455,7.0
730,430,7.0
731,401,7.0
732,383,7.0
733,371,7.0
734,384,7.0
735,398,7.0
736,410,7.0
737,423,7.0
738,432,7.0
739,432,7.0
740,432,7.0
741,423,7.0
742,411,7.0
743,397,7.0
744,373,7.0
745,359,8.0
746,337,8.0
747,316,8.0
748,302,8.0
749,288,8.0
750,272,8.0
751,256,8.0
752,251,8.0
753,247,8.0
754,245,8.0
755,243,8.0
756,244,8.0
757,247,8.0
758,267,8.0
759,260,8.0
760,269,8.0
761,272,8.0
762,277,8.0
763,280,8.0
764,281,8.0
765,292,8.0
766,291,8.0
767,286,8.0
768,282,8.0
769,272,8.0
770,256,8.0
771,242,8.0
772,233,8.0
773,221,8.0
774,214,8.0
775,213,8.0
776,222,8.0
777,246,8.0
778,295,8.0
779,381,8.0
780,494,8.0
781,628,8.0
782,779,8.0
783,914,8.0
784,1030,8.0
785,1125,8.0
786,1179,8.0
787,1199,8.0
788,1168,8.0
789,1121,8.0
790,1043,8.0
791,959,8.0
792,871,8.0
793,799,8.0
794,742,8.0
795,703,8.0
796,679,8.0
797,672,8.0
798,676,8.0
799,679,8.0
800,681,8.0
801,677,8.0
802,656,8.0
803,624,8.0
804,591,8.0
805,549,8.0
806,508,8.0
807,479,8.0
808,460,8.0
809,453,8.0
810,461,8.0
811,461,8.0
812,473,8.0
813,492,8.0
814,506,8.0
815,503,8.0
816,510,8.0
817,509,8.0
818,496,8.0
819,475,8.0
820,449,8.0
821,422,8.0
822,400,8.0
823,371,8.0
824,358,8.0
825,349,8.0
826,336,8.0
827,336,8.0
828,330,8.0
829,321,8.0
830,311,8.0
831,318,8.0
832,320,8.0
833,319,8.0
834,320,8.0
835,331,8.0
836,336,8.0
837,337,8.0
838,334,8.0
839,329,8.0
840,321,8.0
841,314,8.0
842,316,8.0
843,310,8.0
844,304,8.0
845,295,9.0
846,291,9.0
847,285,9.0
848,279,9.0
849,278,9.0
850,295,9.0
851,333,9.0
852,401,9.0
853,511,9.0
854,635,9.0
855,784,9.0
856,926,9.0
857,1059,9.0
858,1147,9.0
859,1205,9.0
860,1223,9.0
861,1206,9.0
862,1151,9.0
863,1086,9.0
864,1008,9.0
865,934,9.0
866,868,9.0
867,811,9.0
868,773,9.0
869,753,9.0
870,751,9.0
871,743,9.0
872,739,9.0
873,734,9.0
874,720,9.0
875,703,9.0
876,674,9.0
877,642,9.0
878,619,9.0
879,592,9.0
880,582,9.0
881,578,9.0
882,587,9.0
883,597,9.0
884,613,9.0
885,625,9.0
886,631,9.0
887,629,9.0
888,624,9.0
889,599,9.0
890,576,9.0
891,551,9.0
892,522,9.0
893,495,9.0
894,508,9.0
895,464,9.0
896,464,9.0
897,437,9.0
898,433,9.0
899,429,9.0
900,422,9.0
901,423,9.0
902,422,9.0
903,431,9.0
904,429,9.0
905,431,9.0
906,432,9.0
907,435,9.0
908,437,9.0
909,431,9.0
910,427,9.0
911,429,9.0
912,428,9.0
913,427,9.0
914,425,9.0
915,420,9.0
916,416,9.0
917,406,9.0
918,401,9.0
919,379,9.0
920,377,9.0
921,369,9.0
922,353,9.0
923,388,9.0
924,427,9.0
925,495,9.0
926,597,9.0
927,727,9.0
928,879,9.0
929,1033,9.0
930,1166,9.0
931,1275,9.0
932,1346,9.0
933,1370,9.0
934,1360,9.0
935,1311,9.0
936,1242,9.0
937,1163,9.0
938,1085,9.0
939,1008,9.0
940,959,9.0
941,912,9.0
942,881,9.0
943,878,9.0
944,862,9.0
945,862,10.0
946,878,10.0
947,850,10.0
948,848,10.0
949,818,10.0
950,785,10.0
951,750,10.0
952,717,10.0
953,688,10.0
954,671,10.0
955,667,10.0
956,658,10.0
957,671,10.0
958,686,10.0
959,694,10.0
960,707,10.0
961,710,10.0
962,711,10.0
963,702,10.0
964,693,10.0
965,674,10.0
966,641,10.0
967,608,10.0
968,577,10.0
969,548,10.0
970,527,10.0
971,501,10.0
972,490,10.0
973,490,10.0
974,478,10.0
975,496,10.0
976,505,10.0
977,509,10.0
978,528,10.0
979,540,10.0
980,545,10.0
981,550,10.0
982,547,10.0
983,547,10.0
984,550,10.0
985,546,10.0
986,538,10.0
987,529,10.0
988,527,10.0
989,510,10.0
990,505,10.0
991,503,10.0
992,494,10.0
993,482,10.0
994,477,10.0
995,474,10.0
996,478,10.0
997,486,10.0
998,509,10.0
999,570,10.0
1000,657,10.0
1001,777,10.0
1002,914,10.0
1003,1072,10.0
1004,1201,10.0
1005,1303,10.0
1006,1377,10.0
1007,1412,10.0
1008,1413,10.0
1009,1373,10.0
1010,1314,10.0
1011,1232,10.0
1012,1152,10.0
1013,1067,10.0
1014,986,10.0
1015,939,10.0
1016,911,10.0
1017,896,10.0
1018,899,10.0
1019,907,10.0
1020,913,10.0
1021,914,10.0
1022,908,10.0
1023,881,10.0
1024,846,10.0
1025,816,10.0
1026,775,10.0
1027,746,10.0
1028,729,10.0
1029,726,10.0
1030,733,10.0
1031,746,10.0
1032,755,10.0
1033,765,10.0
1034,777,10.0
1035,782,10.0
1036,773,10.0
1037,767,10.0
1038,752,10.0
1039,734,10.0
1040,706,10.0
1041,679,10.0
1042,656,10.0
1043,634,10.0
1044,623,10.0
1045,590,11.0
1046,597,11.0
1047,593,11.0
1048,594,11.0
1049,601,11.0
1050,601,11.0
1051,592,11.0
1052,595,11.0
1053,569,11.0
1054,592,11.0
1055,592,11.0
1056,593,11.0
1057,592,11.0
1058,583,11.0
1059,576,11.0
1060,571,11.0
1061,561,11.0
1062,557,11.0
1063,550,11.0
1064,546,11.0
1065,542,11.0
1066,543,11.0
1067,546,11.0
1068,570,11.0
1069,624,11.0
1070,707,11.0
1071,816,11.0
1072,943,11.0
1073,1074,11.0
1074,1200,11.0
1075,1297,11.0
1076,1385,11.0
1077,1421,11.0
1078,1424,11.0
1079,1386,11.0
1080,1317,11.0
1081,1242,11.0
1082,1158,11.0
1083,1085,11.0
1084,1023,11.0
1085,976,11.0
1086,945,11.0
1087,928,11.0
1088,928,11.0
1089,933,11.0
1090,934,11.0
1091,914,11.0
1092,893,11.0
1093,860,11.0
1094,825,11.0
1095,791,11.0
1096,767,11.0
1097,745,11.0
1098,732,11.0
1099,726,11.0
1100,727,11.0
1101,739,11.0
1102,761,11.0
1103,774,11.0
1104,786,11.0
1105,791,11.0
1106,790,11.0
1107,770,11.0
1108,752,11.0
1109,723,11.0
1110,705,11.0
1111,689,11.0
1112,671,11.0
1113,646,11.0
1114,627,11.0
1115,612,11.0
1116,606,11.0
1117,602,11.0
1118,597,11.0
1119,592,11.0
1120,593,11.0
1121,592,11.0
1122,589,11.0
1123,587,11.0
1124,589,11.0
1125,588,11.0
1126,589,11.0
1127,571,11.0
1128,592,11.0
1129,586,11.0
1130,587,11.0
1131,586,11.0
1132,581,11.0
1133,571,11.0
1134,560,11.0
1135,550,11.0
1136,542,11.0
1137,530,11.0
1138,532,11.0
1139,543,11.0
1140,587,11.0
1141,656,11.0
1142,759,11.0
1143,899,11.0
1144,1045,11.0
1145,1182,12.0
1146,1309,12.0
1147,1402,12.0
1148,1466,12.0
1149,1477,12.0
1150,1433,12.0
1151,1362,12.0
1152,1277,12.0
1153,1184,12.0
1154,1089,12.0
1155,1011,12.0
1156,969,12.0
1157,934,12.0
1158,919,12.0
1159,918,12.0
1160,922,12.0
1161,929,12.0
1162,927,12.0
1163,912,12.0
1164,881,12.0
1165,848,12.0
1166,811,12.0
1167,767,12.0
1168,736,12.0
1169,707,12.0
1170,698,12.0
1171,688,12.0
1172,703,12.0
1173,709,12.0
1174,719,12.0
1175,727,12.0
1176,735,12.0
1177,736,12.0
1178,723,12.0
1179,710,12.0
1180,688,12.0
1181,657,12.0
1182,633,12.0
1183,610,12.0
1184,589,12.0
1185,571,12.0
1186,560,12.0
1187,557,12.0
1188,549,12.0
1189,545,12.0
1190,548,12.0
1191,546,12.0
1192,546,12.0
1193,548,12.0
1194,553,12.0
1195,546,12.0
1196,542,12.0
1197,539,12.0
1198,541,12.0
1199,535,12.0
1200,543,12.0
1201,543,12.0
1202,543,12.0
1203,543,12.0
1204,537,12.0
1205,525,12.0
1206,528,12.0
1207,526,12.0
1208,509,12.0
1209,497,12.0
1210,493,12.0
1211,483,12.0
1212,474,12.0
1213,475,12.0
1214,500,12.0
1215,523,12.0
1216,583,12.0
1217,675,12.0
1218,804,12.0
1219,944,12.0
1220,1089,12.0
1221,1216,12.0
1222,1296,12.0
1223,1333,12.0
1224,1339,12.0
1225,1309,12.0
1226,1246,12.0
1227,1168,12.0
1228,1083,12.0
1229,998,12.0
1230,918,12.0
1231,872,12.0
1232,842,12.0
1233,823,12.0
1234,826,12.0
1235,822,12.0
1236,845,12.0
1237,860,12.0
1238,854,12.0
1239,833,12.0
1240,806,12.0
1241,768,12.0
1242,733,12.0
1243,703,12.0
1244,682,12.0
1245,666,13.0
1246,662,13.0
1247,667,13.0
1248,688,13.0
1249,698,13.0
1250,711,13.0
1251,718,13.0
1252,719,13.0
1253,711,13.0
1254,703,13.0
1255,688,13.0
1256,656,13.0
1257,631,13.0
1258,608,13.0
1259,586,13.0
1260,570,13.0
1261,564,13.0
1262,543,13.0
1263,538,13.0
1264,539,13.0
1265,533,13.0
1266,543,13.0
1267,544,13.0
1268,536,13.0
1269,541,13.0
1270,556,13.0
1271,560,13.0
1272,555,13.0
1273,547,13.0
1274,541,13.0
1275,536,13.0
1276,534,13.0
1277,531,13.0
1278,528,13.0
1279,528,13.0
1280,517,13.0
1281,520,13.0
1282,527,13.0
1283,526,13.0
1284,528,13.0
1285,531,13.0
1286,571,13.0
1287,635,13.0
1288,743,13.0
1289,880,13.0
1290,1023,13.0
1291,1147,13.0
1292,1246,13.0
1293,1301,13.0
1294,1327,13.0
1295,1307,13.0
1296,1259,13.0
1297,1185,13.0
1298,1104,13.0
1299,1011,13.0
1300,933,13.0
1301,874,13.0
1302,821,13.0
1303,805,13.0
1304,802,13.0
1305,804,13.0
1306,828,13.0
1307,838,13.0
1308,832,13.0
1309,814,13.0
1310,787,13.0
1311,753,13.0
1312,720,13.0
1313,688,13.0
1314,664,13.0
1315,646,13.0
1316,646,13.0
1317,656,13.0
1318,675,13.0
1319,695,13.0
1320,705,13.0
1321,720,13.0
1322,720,13.0
1323,715,13.0
1324,697,13.0
1325,673,13.0
1326,651,13.0
1327,625,13.0
1328,608,13.0
1329,591,13.0
1330,567,13.0
1331,559,13.0
1332,545,13.0
1333,549,13.0
1334,547,13.0
1335,545,13.0
1336,547,13.0
1337,546,13.0
1338,551,13.0
1339,544,13.0
1340,547,13.0
1341,545,13.0
1342,547,13.0
1343,551,13.0
1344,539,13.0
1345,537,14.0
1346,537,14.0
1347,531,14.0
1348,526,14.0
1349,511,14.0
1350,483,14.0
1351,506,14.0
1352,507,14.0
1353,520,14.0
1354,519,14.0
1355,511,14.0
1356,503,14.0
1357,519,14.0
1358,560,14.0
1359,639,14.0
1360,759,14.0
1361,904,14.0
1362,1046,14.0
1363,1168,14.0
1364,1269,14.0
1365,1331,14.0
1366,1359,14.0
1367,1354,14.0
1368,1303,14.0
1369,1230,14.0
1370,1130,14.0
1371,1040,14.0
1372,958,14.0
1373,895,14.0
1374,852,14.0
1375,825,14.0
1376,816,14.0
1377,822,14.0
1378,832,14.0
1379,838,14.0
1380,844,14.0
1381,839,14.0
1382,821,14.0
1383,800,14.0
1384,767,14.0
1385,734,14.0
1386,682,14.0
1387,694,14.0
1388,685,14.0
1389,686,14.0
1390,696,14.0
1391,714,14.0
1392,737,14.0
1393,751,14.0
1394,758,14.0
1395,752,14.0
1396,737,14.0
1397,717,14.0
1398,726,14.0
1399,673,14.0
1400,657,14.0
1401,630,14.0
1402,611,14.0
1403,585,14.0
1404,578,14.0
1405,574,14.0
1406,573,14.0
1407,576,14.0
1408,576,14.0
1409,573,14.0
1410,575,14.0
1411,573,14.0
1412,577,14.0
1413,592,14.0
1414,592,14.0
1415,590,14.0
1416,583,14.0
1417,586,14.0
1418,577,14.0
1419,571,14.0
1420,569,14.0
1421,560,14.0
1422,558,14.0
1423,544,14.0
1424,542,14.0
1425,533,14.0
1426,529,14.0
1427,529,14.0
1428,537,14.0
1429,535,14.0
1430,554,14.0
1431,592,14.0
1432,666,14.0
1433,780,14.0
1434,907,14.0
1435,1053,14.0
1436,1186,14.0
1437,1292,14.0
1438,1351,14.0
1439,1365,14.0
1440,1345,14.0
1441,1296,14.0
1442,1222,14.0
1443,1139,14.0
1444,1053,14.0
1445,971,15.0
1446,913,15.0
1447,873,15.0
1448,853,15.0
1449,848,15.0
1450,855,15.0
1451,863,15.0
1452,880,15.0
1453,879,15.0
1454,869,15.0
1455,851,15.0
1456,827,15.0
1457,794,15.0
1458,762,15.0
1459,740,15.0
1460,729,15.0
1461,720,15.0
1462,720,15.0
1463,732,15.0
1464,749,15.0
1465,767,15.0
1466,778,15.0
1467,777,15.0
1468,769,15.0
1469,754,15.0
1470,744,15.0
1471,722,15.0
1472,700,15.0
1473,684,15.0
1474,667,15.0
1475,656,15.0
1476,645,15.0
1477,624,15.0
1478,624,15.0
1479,615,15.0
1480,617,15.0
1481,613,15.0
1482,615,15.0
1483,620,15.0
1484,619,15.0
1485,615,15.0
1486,624,15.0
1487,627,15.0
1488,627,15.0
1489,623,15.0
1490,609,15.0
1491,610,15.0
1492,603,15.0
1493,594,15.0
1494,585,15.0
1495,575,15.0
1496,567,15.0
1497,567,15.0
1498,569,15.0
1499,574,15.0
1500,573,15.0
1501,575,15.0
1502,592,15.0
1503,628,15.0
1504,705,15.0
1505,811,15.0
1506,933,15.0
1507,1072,15.0
1508,1191,15.0
1509,1301,15.0
1510,1367,15.0
1511,1398,15.0
1512,1385,15.0
1513,1341,15.0
1514,1279,15.0
1515,1177,15.0
1516,1079,15.0
1517,991,15.0
1518,916,15.0
1519,877,15.0
1520,849,15.0
1521,844,15.0
1522,863,15.0
1523,878,15.0
1524,889,15.0
1525,882,15.0
1526,876,15.0
1527,854,15.0
1528,832,15.0
1529,802,15.0
1530,782,15.0
1531,760,15.0
1532,749,15.0
1533,753,15.0
1534,770,15.0
1535,786,15.0
1536,801,15.0
1537,807,15.0
1538,814,15.0
1539,813,15.0
1540,803,15.0
1541,784,15.0
1542,769,15.0
1543,745,15.0
1544,720,15.0
1545,690,16.0
1546,663,16.0
1547,642,16.0
1548,624,16.0
1549,619,16.0
1550,617,16.0
1551,614,16.0
1552,609,16.0
1553,609,16.0
1554,609,16.0
1555,614,16.0
1556,616,16.0
1557,622,16.0
1558,625,16.0
1559,622,16.0
1560,619,16.0
1561,619,16.0
1562,615,16.0
1563,609,16.0
1564,603,16.0
1565,592,16.0
1566,598,16.0
1567,594,16.0
1568,592,16.0
1569,611,16.0
1570,641,16.0
1571,703,16.0
1572,797,16.0
1573,924,16.0
1574,1070,16.0
1575,1188,16.0
1576,1296,16.0
1577,1367,16.0
1578,1398,16.0
1579,1389,16.0
1580,1346,16.0
1581,1281,16.0
1582,1199,16.0
1583,1108,16.0
1584,1034,16.0
1585,965,16.0
1586,923,16.0
1587,891,16.0
1588,874,16.0
1589,870,16.0
1590,873,16.0
1591,875,16.0
1592,866,16.0
1593,852,16.0
1594,833,16.0
1595,807,16.0
1596,785,16.0
1597,762,16.0
1598,750,16.0
1599,745,16.0
1600,747,16.0
1601,759,16.0
1602,784,16.0
1603,790,16.0
1604,803,16.0
1605,806,16.0
1606,802,16.0
1607,803,16.0
1608,785,16.0
1609,766,16.0
1610,739,16.0
1611,713,16.0
1612,685,16.0
1613,664,16.0
1614,651,16.0
1615,631,16.0
1616,623,16.0
1617,618,16.0
1618,619,16.0
1619,628,16.0
1620,635,16.0
1621,642,16.0
1622,645,16.0
1623,647,16.0
1624,642,16.0
1625,642,16.0
1626,640,16.0
1627,635,16.0
1628,630,16.0
1629,624,16.0
1630,615,16.0
1631,604,16.0
1632,598,16.0
1633,594,16.0
1634,591,16.0
1635,592,16.0
1636,585,16.0
1637,579,16.0
1638,581,16.0
1639,583,16.0
1640,605,16.0
1641,653,16.0
1642,721,16.0
1643,828,16.0
1644,963,16.0
1645,1110,17.0
1646,1233,17.0
1647,1337,17.0
1648,1394,17.0
